age,gender,citizenship,event_location_region,date_of_event,date_of_death,type_of_injury,killed_by,year_of_death
21.0,M,Palestinian,West Bank,2002-09-03,2002-09-03,gunfire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-09-03,2002-09-03,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-09-02,2002-09-02,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-09-02,2002-09-02,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-09-01,2002-09-01,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-09-01,2002-09-01,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-09-01,2002-09-01,gunfire,Israeli security forces,2002
33.0,M,Palestinian,West Bank,2002-09-01,2002-09-01,gunfire,Israeli security forces,2002
33.0,M,Palestinian,West Bank,2002-09-01,2002-09-01,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-09-01,2002-09-01,gunfire,Israeli security forces,2002
6.0,F,Palestinian,West Bank,2002-08-31,2002-08-31,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-08-31,2002-08-31,gunfire,Israeli civilians,2002
17.0,M,Palestinian,West Bank,2002-08-31,2002-08-31,gunfire,Israeli security forces,2002
12.0,M,Palestinian,West Bank,2002-08-31,2002-08-31,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-08-31,2002-08-31,gunfire,Israeli security forces,2002
29.0,M,Palestinian,West Bank,2002-08-31,2002-08-31,gunfire,Israeli security forces,2002
13.0,M,Palestinian,Gaza Strip,2002-08-29,2002-08-29,gunfire,Israeli security forces,2002
33.0,M,Palestinian,West Bank,2002-08-28,2002-08-28,gunfire,Israeli security forces,2002
18.0,M,Palestinian,Gaza Strip,2002-08-28,2002-08-28,gunfire,Israeli security forces,2002
19.0,M,Palestinian,Gaza Strip,2002-08-28,2002-08-28,gunfire,Israeli security forces,2002
27.0,M,Palestinian,Gaza Strip,2002-08-28,2002-08-28,gunfire,Israeli security forces,2002
23.0,M,Palestinian,Gaza Strip,2002-08-28,2002-08-28,gunfire,Israeli security forces,2002
42.0,F,Palestinian,Gaza Strip,2002-08-28,2002-08-28,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-08-24,2002-08-24,gunfire,Israeli security forces,2002
27.0,M,Palestinian,Gaza Strip,2002-08-23,2002-08-23,gunfire,Israeli security forces,2002
23.0,M,Palestinian,Gaza Strip,2002-08-23,2002-08-23,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-08-21,2002-08-21,house demolition,Israeli security forces,2002
28.0,M,Palestinian,West Bank,2002-08-20,2002-08-20,gunfire,Israeli security forces,2002
15.0,M,Palestinian,Gaza Strip,2002-08-20,2002-08-20,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-08-20,2002-08-20,gunfire,Israeli security forces,2002
19.0,M,Israeli,Gaza Strip,2002-08-20,2002-08-20,gunfire,Palestinian civilians,2002
13.0,M,Palestinian,West Bank,2002-08-19,2002-08-19,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Israel,2002-08-16,2002-08-16,gunfire,Israeli security forces,2002
35.0,M,Palestinian,Israel,2002-08-16,2002-08-16,gunfire,Israeli security forces,2002
6.0,M,Palestinian,Gaza Strip,2002-08-15,2002-08-15,gunfire,Israeli security forces,2002
44.0,M,Palestinian,West Bank,2002-08-14,2002-08-14,house demolition,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-08-12,2002-08-12,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-08-11,2002-08-11,gunfire,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-08-10,2002-08-10,gunfire,Israeli security forces,2002
31.0,F,Israeli,West Bank,2002-08-10,2002-08-10,gunfire,Palestinian civilians,2002
54.0,M,Palestinian,West Bank,2002-08-10,2002-08-10,gunfire,Israeli security forces,2002
25.0,M,Palestinian,Israel,2002-08-10,2002-08-10,gunfire,Israeli security forces,2002
40.0,M,Palestinian,West Bank,2002-08-09,2002-08-09,gunfire,Israeli security forces,2002
25.0,M,Palestinian,West Bank,2002-08-07,2002-08-07,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-08-07,2002-08-07,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-08-07,2002-08-07,gunfire,Israeli security forces,2002
13.0,M,Palestinian,Gaza Strip,2002-08-07,2002-08-10,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-08-07,2002-08-07,gunfire,Israeli security forces,2002
31.0,M,Palestinian,Gaza Strip,2002-08-07,2002-08-07,gunfire,Israeli security forces,2002
23.0,M,Palestinian,Gaza Strip,2002-08-07,2002-08-09,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-08-07,2002-08-08,gunfire,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-08-06,2002-08-06,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-08-06,2002-08-06,gunfire,Israeli security forces,2002
36.0,M,Palestinian,West Bank,2002-08-05,2002-08-05,gunfire,Israeli security forces,2002
29.0,M,Israeli,West Bank,2002-08-05,2002-08-05,gunfire,Palestinian civilians,2002
27.0,F,Israeli,West Bank,2002-08-05,2002-08-05,gunfire,Palestinian civilians,2002
13.0,M,Palestinian,West Bank,2002-08-05,2002-08-05,gunfire,Israeli security forces,2002
41.0,M,Palestinian,West Bank,2002-08-05,2002-08-05,gunfire,Israeli security forces,2002
19.0,F,Israeli,Israel,2002-08-04,2002-08-04,explosion,Palestinian civilians,2002
22.0,F,Israeli,Israel,2002-08-04,2002-08-04,explosion,Palestinian civilians,2002
21.0,F,Israeli,Israel,2002-08-04,2002-08-04,explosion,Palestinian civilians,2002
19.0,M,Palestinian,West Bank,2002-08-04,2002-08-04,gunfire,Israeli security forces,2002
32.0,M,Israeli,West Bank,2002-08-04,2002-08-04,gunfire,Palestinian civilians,2002
24.0,M,Israeli,Israel,2002-08-04,2002-08-04,explosion,Palestinian civilians,2002
22.0,M,Palestinian,Gaza Strip,2002-08-04,2002-08-04,gunfire,Israeli security forces,2002
75.0,F,Palestinian,Gaza Strip,2002-08-03,2002-08-02,gunfire,Israeli security forces,2002
40.0,M,Palestinian,West Bank,2002-08-03,2002-08-03,gunfire,Israeli security forces,2002
25.0,M,Palestinian,West Bank,2002-08-03,2002-08-03,gunfire,Israeli security forces,2002
40.0,M,Palestinian,West Bank,2002-08-03,2002-08-03,gunfire,Israeli security forces,2002
35.0,M,Palestinian,West Bank,2002-08-02,2002-08-02,gunfire,Israeli security forces,2002
18.0,M,Palestinian,Gaza Strip,2002-08-02,2002-08-02,gunfire,Israeli security forces,2002
27.0,M,Israeli,West Bank,2002-08-01,2002-08-01,gunfire,Palestinian civilians,2002
9.0,F,Palestinian,Gaza Strip,2002-08-01,2002-08-01,gunfire,Israeli security forces,2002
30.0,F,Israeli,Israel,2002-07-31,2002-08-13,explosion,Palestinian civilians,2002
29.0,M,Israeli,Israel,2002-07-31,2002-07-31,explosion,Palestinian civilians,2002
53.0,F,Israeli,Israel,2002-07-31,2002-07-31,explosion,Palestinian civilians,2002
61.0,F,Israeli,Israel,2002-07-31,2002-08-10,explosion,Palestinian civilians,2002
37.0,F,Israeli,Israel,2002-07-31,2002-07-31,explosion,Palestinian civilians,2002
60.0,M,Israeli,West Bank,2002-07-30,2002-07-30,gunfire,Palestinian civilians,2002
52.0,M,Israeli,West Bank,2002-07-30,2002-07-30,gunfire,Palestinian civilians,2002
23.0,M,Palestinian,West Bank,2002-07-30,2002-07-30,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-07-28,2002-07-28,gunfire,Israeli security forces,2002
14.0,F,Palestinian,West Bank,2002-07-28,2002-07-28,gunfire,Israeli civilians,2002
46.0,M,Israeli,West Bank,2002-07-26,2002-07-28,gunfire,Palestinian civilians,2002
42.0,F,Israeli,West Bank,2002-07-26,2002-07-26,gunfire,Palestinian civilians,2002
9.0,M,Israeli,West Bank,2002-07-26,2002-07-26,gunfire,Palestinian civilians,2002
32.0,M,Palestinian,West Bank,2002-07-26,2002-07-26,gunfire,Israeli security forces,2002
43.0,M,Israeli,West Bank,2002-07-25,2002-07-25,gunfire,Palestinian civilians,2002
21.0,M,Palestinian,West Bank,2002-07-23,2002-07-23,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-07-23,2002-07-23,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-07-23,2002-07-23,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-07-23,2002-07-27,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Israel,2002-07-23,2002-07-23,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Israel,2002-07-23,2002-07-23,gunfire,Israeli security forces,2002
27.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
0.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
4.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
67.0,M,Palestinian,Gaza Strip,2002-07-22,2002-08-09,gunfire,Israeli security forces,2002
42.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
3.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
5.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
22.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
37.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
14.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
41.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
40.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
11.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
5.0,F,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
2.0,M,Palestinian,Gaza Strip,2002-07-22,2002-07-22,gunfire,Israeli security forces,2002
55.0,M,Palestinian,West Bank,2002-07-20,2002-07-23,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-07-17,2002-07-17,gunfire,Israeli security forces,2002
25.0,M,Israeli,Israel,2002-07-17,2002-07-17,explosion,Palestinian civilians,2002
26.0,M,Palestinian,West Bank,2002-07-17,2002-07-17,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-07-17,2002-07-17,gunfire,Israeli security forces,2002
23.0,M,Israeli,Israel,2002-07-17,2002-07-25,explosion,Palestinian civilians,2002
24.0,M,Palestinian,Israel,2002-07-17,2002-07-17,gunfire,Israeli security forces,2002
60.0,F,Israeli,West Bank,2002-07-16,2002-07-16,explosion,Palestinian civilians,2002
16.0,M,Israeli,West Bank,2002-07-16,2002-07-16,explosion,Palestinian civilians,2002
35.0,F,Israeli,West Bank,2002-07-16,2002-07-16,explosion,Palestinian civilians,2002
65.0,F,Israeli,West Bank,2002-07-16,2002-07-16,gunfire,Palestinian civilians,2002
29.0,F,Israeli,West Bank,2002-07-16,2002-07-16,explosion,Palestinian civilians,2002
0.0,F,Israeli,West Bank,2002-07-16,2002-07-16,gunfire,Palestinian civilians,2002
21.0,F,Israeli,West Bank,2002-07-16,2002-07-18,explosion,Palestinian civilians,2002
0.0,M,Israeli,West Bank,2002-07-16,2002-07-16,explosion,Palestinian civilians,2002
32.0,M,Israeli,West Bank,2002-07-16,2002-07-16,gunfire,Palestinian civilians,2002
69.0,M,Palestinian,Gaza Strip,2002-07-15,2002-08-01,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-07-15,2002-07-15,fire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-07-14,2002-07-14,gunfire,Israeli security forces,2002
0.0,M,Palestinian,Gaza Strip,2002-07-12,2002-07-12,gunfire,Israeli security forces,2002
18.0,M,Palestinian,Gaza Strip,2002-07-12,2002-07-12,gunfire,Israeli security forces,2002
35.0,M,Palestinian,West Bank,2002-07-12,2002-07-13,gunfire,Israeli security forces,2002
37.0,M,Palestinian,West Bank,2002-07-10,2002-07-10,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-07-10,2002-07-10,gunfire,Israeli security forces,2002
24.0,M,Israeli,Gaza Strip,2002-07-10,2002-07-10,gunfire,Palestinian civilians,2002
45.0,F,Palestinian,Gaza Strip,2002-07-06,2002-07-06,gunfire,Israeli security forces,2002
2.0,F,Palestinian,Gaza Strip,2002-07-06,2002-07-06,gunfire,Israeli security forces,2002
35.0,M,Palestinian,West Bank,2002-07-06,2002-07-11,gunfire,Israeli security forces,2002
49.0,M,Palestinian,Gaza Strip,2002-07-05,2002-07-05,gunfire,Israeli security forces,2002
30.0,M,Palestinian,West Bank,2002-06-30,2002-06-30,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-06-30,2002-06-30,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-06-29,2002-07-01,gunfire,Israeli security forces,2002
14.0,M,Palestinian,West Bank,2002-06-29,2002-06-29,0,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-06-27,2002-06-27,gunfire,Israeli security forces,2002
10.0,M,Palestinian,West Bank,2002-06-27,2002-07-07,gunfire,Israeli security forces,2002
6.0,M,Palestinian,West Bank,2002-06-26,2002-06-26,gunfire,Israeli security forces,2002
19.0,M,Palestinian,Gaza Strip,2002-06-25,2002-06-25,gunfire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-06-25,2002-06-25,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-06-25,2002-06-25,gunfire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-06-25,2002-06-25,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-06-25,2002-06-25,gunfire,Israeli security forces,2002
27.0,M,Palestinian,West Bank,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
29.0,M,Palestinian,Gaza Strip,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
32.0,M,Palestinian,Gaza Strip,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
30.0,M,Palestinian,Gaza Strip,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
17.0,M,Palestinian,Gaza Strip,2002-06-24,2002-06-24,gunfire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-06-23,2002-06-23,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-06-23,2002-06-23,gunfire,Israeli security forces,2002
60.0,M,Palestinian,West Bank,2002-06-21,2002-06-21,gunfire,Israeli security forces,2002
6.0,M,Palestinian,West Bank,2002-06-21,2002-06-21,gunfire,Israeli security forces,2002
9.0,M,Palestinian,West Bank,2002-06-21,2002-06-21,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-06-21,2002-06-21,gunfire,Israeli civilians,2002
10.0,M,Palestinian,Gaza Strip,2002-06-21,2002-06-21,gunfire,Israeli security forces,2002
8.0,F,Palestinian,West Bank,2002-06-21,2002-06-21,gunfire,Israeli security forces,2002
12.0,M,Palestinian,West Bank,2002-06-20,2002-06-20,house demolition,Israeli security forces,2002
40.0,F,Israeli,West Bank,2002-06-20,2002-06-20,gunfire,Palestinian civilians,2002
28.0,F,Palestinian,West Bank,2002-06-20,2002-06-20,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-06-20,2002-06-20,gunfire,Israeli security forces,2002
16.0,M,Israeli,West Bank,2002-06-20,2002-06-20,gunfire,Palestinian civilians,2002
0.0,M,Palestinian,West Bank,2002-06-20,2002-06-20,gunfire,Israeli security forces,2002
14.0,M,Israeli,West Bank,2002-06-20,2002-06-20,gunfire,Palestinian civilians,2002
5.0,M,Israeli,West Bank,2002-06-20,2002-06-20,gunfire,Palestinian civilians,2002
31.0,M,Israeli,West Bank,2002-06-20,2002-06-20,gunfire,Palestinian civilians,2002
0.0,M,Palestinian,West Bank,2002-06-19,2002-06-19,gunfire,Israeli security forces,2002
20.0,F,Israeli,West Bank,2002-06-19,2002-06-19,explosion,Palestinian civilians,2002
22.0,F,Israeli,West Bank,2002-06-19,2002-06-19,explosion,Palestinian civilians,2002
5.0,F,Israeli,West Bank,2002-06-19,2002-06-19,explosion,Palestinian civilians,2002
17.0,M,Israeli,West Bank,2002-06-19,2002-06-19,explosion,Palestinian civilians,2002
21.0,F,Israeli,West Bank,2002-06-19,2002-06-19,explosion,Palestinian civilians,2002
60.0,F,Israeli,West Bank,2002-06-19,2002-06-19,explosion,Palestinian civilians,2002
41.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
24.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
51.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
55.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
22.0,M,Palestinian,West Bank,2002-06-18,2002-06-18,gunfire,Israeli security forces,2002
63.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
42.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
21.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
67.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
15.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
60.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
26.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
70.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
28.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
21.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
72.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
59.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
24.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
11.0,F,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
54.0,M,Israeli,Israel,2002-06-18,2002-06-18,explosion,Palestinian civilians,2002
29.0,M,Palestinian,West Bank,2002-06-17,2002-06-17,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-06-16,2002-06-16,gunfire,Israeli security forces,2002
22.0,M,Israeli,Gaza Strip,2002-06-15,2002-06-22,gunfire,Palestinian civilians,2002
20.0,M,Israeli,Gaza Strip,2002-06-15,2002-06-15,gunfire,Palestinian civilians,2002
22.0,M,Israeli,Gaza Strip,2002-06-15,2002-06-15,gunfire,Palestinian civilians,2002
23.0,M,Palestinian,Gaza Strip,2002-06-15,2002-06-15,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-06-14,2002-06-14,gunfire,Israeli security forces,2002
62.0,M,Palestinian,West Bank,2002-06-13,2002-06-13,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-06-11,2002-06-11,gunfire,Israeli security forces,2002
32.0,M,Palestinian,Gaza Strip,2002-06-11,2002-06-11,gunfire,Israeli security forces,2002
8.0,M,Palestinian,Gaza Strip,2002-06-11,2002-06-11,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-06-11,2002-06-11,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-06-11,2002-06-11,gunfire,Israeli security forces,2002
15.0,F,Israeli,Israel,2002-06-11,2002-06-11,explosion,Palestinian civilians,2002
26.0,M,Palestinian,Gaza Strip,2002-06-11,2002-06-11,gunfire,Israeli security forces,2002
22.0,M,Palestinian,Gaza Strip,2002-06-10,2002-06-10,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-06-10,2002-06-10,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-06-09,2002-06-09,gunfire,Israeli security forces,2002
24.0,F,Israeli,West Bank,2002-06-08,2002-06-08,gunfire,Palestinian civilians,2002
35.0,M,Palestinian,West Bank,2002-06-08,2002-06-08,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-06-08,2002-06-08,gunfire,Israeli security forces,2002
44.0,M,Palestinian,West Bank,2002-06-07,2002-06-07,gunfire,Israeli security forces,2002
30.0,M,Palestinian,Gaza Strip,2002-06-07,2002-06-07,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-06-07,2002-06-07,gunfire,Israeli security forces,2002
18.0,M,Israeli,West Bank,2002-06-06,2002-06-06,gunfire,Palestinian civilians,2002
20.0,M,Palestinian,West Bank,2002-06-06,2002-06-06,gunfire,Israeli security forces,2002
17.0,F,Israeli,Israel,2002-06-05,2002-06-05,explosion,Palestinian civilians,2002
35.0,M,Israeli,Israel,2002-06-05,2002-06-05,explosion,Palestinian civilians,2002
